img,path_contorno,path_origin,is_good
062.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\062.JPEG,..\data_EP2/augmentedDataset\laplaciano\062.jpeg,False
063.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\063.JPEG,..\data_EP2/augmentedDataset\laplaciano\063.JPEG,False
064.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\064.JPEG,..\data_EP2/augmentedDataset\laplaciano\064.JPEG,False
065.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\065.JPEG,..\data_EP2/augmentedDataset\laplaciano\065.JPEG,False
066.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\066.JPEG,..\data_EP2/augmentedDataset\laplaciano\066.JPEG,False
067.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\067.JPEG,..\data_EP2/augmentedDataset\laplaciano\067.JPEG,False
068.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\068.JPEG,..\data_EP2/augmentedDataset\laplaciano\068.JPEG,False
069.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\069.JPEG,..\data_EP2/augmentedDataset\laplaciano\069.JPEG,False
070.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\070.JPEG,..\data_EP2/augmentedDataset\laplaciano\070.JPEG,False
071.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\071.JPEG,..\data_EP2/augmentedDataset\laplaciano\071.JPEG,False
072.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\072.JPEG,..\data_EP2/augmentedDataset\laplaciano\072.JPEG,False
073.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\073.JPEG,..\data_EP2/augmentedDataset\laplaciano\073.JPEG,False
074.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\074.JPEG,..\data_EP2/augmentedDataset\laplaciano\074.JPEG,False
075.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\075.JPEG,..\data_EP2/augmentedDataset\laplaciano\075.JPEG,False
076.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\076.JPEG,..\data_EP2/augmentedDataset\laplaciano\076.JPEG,False
077.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\077.JPEG,..\data_EP2/augmentedDataset\laplaciano\077.JPEG,False
078.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\078.JPEG,..\data_EP2/augmentedDataset\laplaciano\078.JPEG,False
079.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\079.JPEG,..\data_EP2/augmentedDataset\laplaciano\079.JPEG,False
080.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\080.JPEG,..\data_EP2/augmentedDataset\laplaciano\080.JPEG,False
081.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\081.JPEG,..\data_EP2/augmentedDataset\laplaciano\081.JPEG,False
082.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\082.JPEG,..\data_EP2/augmentedDataset\laplaciano\082.JPEG,False
083.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\083.JPEG,..\data_EP2/augmentedDataset\laplaciano\083.JPEG,False
084.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\084.JPEG,..\data_EP2/augmentedDataset\laplaciano\084.JPEG,False
085.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\085.JPEG,..\data_EP2/augmentedDataset\laplaciano\085.JPEG,False
086.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\086.JPEG,..\data_EP2/augmentedDataset\laplaciano\086.jpeg,False
087.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\087.JPEG,..\data_EP2/augmentedDataset\laplaciano\087.jpeg,False
088.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\088.JPEG,..\data_EP2/augmentedDataset\laplaciano\088.jpeg,False
089.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\089.JPEG,..\data_EP2/augmentedDataset\laplaciano\089.jpeg,False
090.jpeg,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\090.JPEG,..\data_EP2/augmentedDataset\laplaciano\090.jpeg,False
091.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\091.JPEG,..\data_EP2/augmentedDataset\laplaciano\091.JPEG,False
092.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\092.JPEG,..\data_EP2/augmentedDataset\laplaciano\092.JPEG,False
093.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\093.JPEG,..\data_EP2/augmentedDataset\laplaciano\093.JPEG,False
094.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\094.JPEG,..\data_EP2/augmentedDataset\laplaciano\094.JPEG,False
095.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\095.JPEG,..\data_EP2/augmentedDataset\laplaciano\095.JPEG,False
096.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\096.JPEG,..\data_EP2/augmentedDataset\laplaciano\096.JPEG,False
097.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\097.JPEG,..\data_EP2/augmentedDataset\laplaciano\097.JPEG,False
098.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\098.JPEG,..\data_EP2/augmentedDataset\laplaciano\098.JPEG,False
099.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\099.JPEG,..\data_EP2/augmentedDataset\laplaciano\099.JPEG,False
100.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\100.JPEG,..\data_EP2/augmentedDataset\laplaciano\100.JPEG,False
101.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\101.JPEG,..\data_EP2/augmentedDataset\laplaciano\101.JPEG,False
102.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\102.JPEG,..\data_EP2/augmentedDataset\laplaciano\102.JPEG,
103.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\103.JPEG,..\data_EP2/augmentedDataset\laplaciano\103.JPEG,False
104.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\104.JPEG,..\data_EP2/augmentedDataset\laplaciano\104.JPEG,False
105.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\105.JPEG,..\data_EP2/augmentedDataset\laplaciano\105.JPEG,False
106.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\106.JPEG,..\data_EP2/augmentedDataset\laplaciano\106.JPEG,False
107.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\107.JPEG,..\data_EP2/augmentedDataset\laplaciano\107.JPEG,False
108.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\108.JPEG,..\data_EP2/augmentedDataset\laplaciano\108.JPEG,False
109.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\laplaciano\gaussian_canny\109.JPEG,..\data_EP2/augmentedDataset\laplaciano\109.JPEG,False
001.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\001.JPEG,..\data_EP2/augmentedDataset\logaritmo\001.JPEG,False
002.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\002.JPEG,..\data_EP2/augmentedDataset\logaritmo\002.JPEG,False
003.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\003.JPEG,..\data_EP2/augmentedDataset\logaritmo\003.JPEG,False
004.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\004.JPEG,..\data_EP2/augmentedDataset\logaritmo\004.JPEG,False
005.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\005.JPEG,..\data_EP2/augmentedDataset\logaritmo\005.JPEG,False
006.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\006.JPEG,..\data_EP2/augmentedDataset\logaritmo\006.JPEG,True
007.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\007.JPEG,..\data_EP2/augmentedDataset\logaritmo\007.JPEG,True
008.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\008.JPEG,..\data_EP2/augmentedDataset\logaritmo\008.JPEG,True
009.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\009.JPEG,..\data_EP2/augmentedDataset\logaritmo\009.JPEG,False
010.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\010.JPEG,..\data_EP2/augmentedDataset\logaritmo\010.JPEG,False
011.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\011.JPEG,..\data_EP2/augmentedDataset\logaritmo\011.JPEG,False
012.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\012.JPEG,..\data_EP2/augmentedDataset\logaritmo\012.JPEG,False
013.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\013.JPEG,..\data_EP2/augmentedDataset\logaritmo\013.JPEG,False
014.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\014.JPEG,..\data_EP2/augmentedDataset\logaritmo\014.JPEG,False
015.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\015.JPEG,..\data_EP2/augmentedDataset\logaritmo\015.JPEG,True
016.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\016.JPEG,..\data_EP2/augmentedDataset\logaritmo\016.JPEG,False
017.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\017.JPEG,..\data_EP2/augmentedDataset\logaritmo\017.JPEG,False
018.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\018.JPEG,..\data_EP2/augmentedDataset\logaritmo\018.JPEG,False
019.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\019.JPEG,..\data_EP2/augmentedDataset\logaritmo\019.JPEG,False
020.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\020.JPEG,..\data_EP2/augmentedDataset\logaritmo\020.JPEG,False
021.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\021.JPEG,..\data_EP2/augmentedDataset\logaritmo\021.JPEG,True
022.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\022.JPEG,..\data_EP2/augmentedDataset\logaritmo\022.JPEG,True
023.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\023.JPEG,..\data_EP2/augmentedDataset\logaritmo\023.JPEG,False
024.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\024.JPEG,..\data_EP2/augmentedDataset\logaritmo\024.JPEG,False
025.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\025.JPEG,..\data_EP2/augmentedDataset\logaritmo\025.JPEG,False
026.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\026.JPEG,..\data_EP2/augmentedDataset\logaritmo\026.JPEG,False
027.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\027.JPEG,..\data_EP2/augmentedDataset\logaritmo\027.JPEG,False
028.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\028.JPEG,..\data_EP2/augmentedDataset\logaritmo\028.JPEG,True
029.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\029.JPEG,..\data_EP2/augmentedDataset\logaritmo\029.JPEG,False
030.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\030.JPEG,..\data_EP2/augmentedDataset\logaritmo\030.JPEG,True
031.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\031.JPEG,..\data_EP2/augmentedDataset\logaritmo\031.JPEG,False
032.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\032.JPEG,..\data_EP2/augmentedDataset\logaritmo\032.JPEG,False
033.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\033.JPEG,..\data_EP2/augmentedDataset\logaritmo\033.JPEG,False
034.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\034.JPEG,..\data_EP2/augmentedDataset\logaritmo\034.JPEG,False
035.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\035.JPEG,..\data_EP2/augmentedDataset\logaritmo\035.JPEG,False
036.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\036.JPEG,..\data_EP2/augmentedDataset\logaritmo\036.JPEG,False
037.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\037.JPEG,..\data_EP2/augmentedDataset\logaritmo\037.JPEG,True
038.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\038.JPEG,..\data_EP2/augmentedDataset\logaritmo\038.JPEG,True
039.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\039.JPEG,..\data_EP2/augmentedDataset\logaritmo\039.JPEG,False
040.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\040.JPEG,..\data_EP2/augmentedDataset\logaritmo\040.JPEG,False
041.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\041.JPEG,..\data_EP2/augmentedDataset\logaritmo\041.JPEG,True
042.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\042.JPEG,..\data_EP2/augmentedDataset\logaritmo\042.JPEG,False
043.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\043.JPEG,..\data_EP2/augmentedDataset\logaritmo\043.JPEG,True
044.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\044.JPEG,..\data_EP2/augmentedDataset\logaritmo\044.JPEG,True
045.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\045.JPEG,..\data_EP2/augmentedDataset\logaritmo\045.JPEG,False
046.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\046.JPEG,..\data_EP2/augmentedDataset\logaritmo\046.JPEG,False
047.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\047.JPEG,..\data_EP2/augmentedDataset\logaritmo\047.JPEG,True
048.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\048.JPEG,..\data_EP2/augmentedDataset\logaritmo\048.JPEG,False
049.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\049.JPEG,..\data_EP2/augmentedDataset\logaritmo\049.JPEG,False
050.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\050.JPEG,..\data_EP2/augmentedDataset\logaritmo\050.JPEG,True
051.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\051.JPEG,..\data_EP2/augmentedDataset\logaritmo\051.JPEG,False
052.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\052.JPEG,..\data_EP2/augmentedDataset\logaritmo\052.JPEG,True
053.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\053.JPEG,..\data_EP2/augmentedDataset\logaritmo\053.JPEG,False
054.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\054.JPEG,..\data_EP2/augmentedDataset\logaritmo\054.JPEG,False
055.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\055.JPEG,..\data_EP2/augmentedDataset\logaritmo\055.JPEG,False
056.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\056.JPEG,..\data_EP2/augmentedDataset\logaritmo\056.JPEG,True
057.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\057.JPEG,..\data_EP2/augmentedDataset\logaritmo\057.JPEG,False
058.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\058.JPEG,..\data_EP2/augmentedDataset\logaritmo\058.JPEG,False
059.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\059.JPEG,..\data_EP2/augmentedDataset\logaritmo\059.JPEG,False
060.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\060.JPEG,..\data_EP2/augmentedDataset\logaritmo\060.JPEG,False
061.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\061.JPEG,..\data_EP2/augmentedDataset\logaritmo\061.JPEG,False
062.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\062.JPEG,..\data_EP2/augmentedDataset\logaritmo\062.JPEG,False
063.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\063.JPEG,..\data_EP2/augmentedDataset\logaritmo\063.JPEG,False
064.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\064.JPEG,..\data_EP2/augmentedDataset\logaritmo\064.JPEG,False
065.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\065.JPEG,..\data_EP2/augmentedDataset\logaritmo\065.JPEG,True
066.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\066.JPEG,..\data_EP2/augmentedDataset\logaritmo\066.JPEG,False
067.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\067.JPEG,..\data_EP2/augmentedDataset\logaritmo\067.JPEG,True
068.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\068.JPEG,..\data_EP2/augmentedDataset\logaritmo\068.JPEG,True
069.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\069.JPEG,..\data_EP2/augmentedDataset\logaritmo\069.JPEG,True
070.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\070.JPEG,..\data_EP2/augmentedDataset\logaritmo\070.JPEG,False
071.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\071.JPEG,..\data_EP2/augmentedDataset\logaritmo\071.JPEG,False
072.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\072.JPEG,..\data_EP2/augmentedDataset\logaritmo\072.JPEG,False
073.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\073.JPEG,..\data_EP2/augmentedDataset\logaritmo\073.JPEG,True
074.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\074.JPEG,..\data_EP2/augmentedDataset\logaritmo\074.JPEG,True
075.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\075.JPEG,..\data_EP2/augmentedDataset\logaritmo\075.JPEG,False
076.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\076.JPEG,..\data_EP2/augmentedDataset\logaritmo\076.JPEG,True
077.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\077.JPEG,..\data_EP2/augmentedDataset\logaritmo\077.JPEG,False
078.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\078.JPEG,..\data_EP2/augmentedDataset\logaritmo\078.JPEG,False
079.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\079.JPEG,..\data_EP2/augmentedDataset\logaritmo\079.JPEG,False
080.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\080.JPEG,..\data_EP2/augmentedDataset\logaritmo\080.JPEG,True
081.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\081.JPEG,..\data_EP2/augmentedDataset\logaritmo\081.JPEG,True
082.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\082.JPEG,..\data_EP2/augmentedDataset\logaritmo\082.JPEG,True
083.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\083.JPEG,..\data_EP2/augmentedDataset\logaritmo\083.JPEG,False
084.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\084.JPEG,..\data_EP2/augmentedDataset\logaritmo\084.JPEG,False
085.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\085.JPEG,..\data_EP2/augmentedDataset\logaritmo\085.JPEG,True
086.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\086.JPEG,..\data_EP2/augmentedDataset\logaritmo\086.JPEG,False
087.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\087.JPEG,..\data_EP2/augmentedDataset\logaritmo\087.JPEG,False
088.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\088.JPEG,..\data_EP2/augmentedDataset\logaritmo\088.JPEG,False
089.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\089.JPEG,..\data_EP2/augmentedDataset\logaritmo\089.JPEG,True
090.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\090.JPEG,..\data_EP2/augmentedDataset\logaritmo\090.JPEG,False
091.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\091.JPEG,..\data_EP2/augmentedDataset\logaritmo\091.JPEG,False
092.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\092.JPEG,..\data_EP2/augmentedDataset\logaritmo\092.JPEG,True
093.JPEG,..\data_EP3\segmentedDataset\augmentedDataset\logaritmo\gaussian_canny\093.JPEG,..\data_EP2/augmentedDataset\logaritmo\093.JPEG,False
